		8516 - AGREEMENTS - BRIDGES AND CAUSEWAYS Functions 	 Comments 	104 Items 	2018-02-23 05:17 PM 	10E-OPE-OPE-8516
		8517 - AGREEMENTS - ROADS, WALKS AND HIGHWAYS Functions 	 Comments 	35 Items 	2018-02-23 05:17 PM 	10E-OPE-OPE-8517
		8580 - LETTINGS AND CONCESSIONS - FRANCHISES Functions 	 Comments 	5 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8580
		8582 - LETTINGS AND CONCESSIONS - FRANCHISES - ELECTRIC Functions 	 Comments 	20 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8582
		8583 - LETTINGS AND CONCESSIONS - FRANCHISES - GAS Functions 	 Comments 	10 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8583
		8587 - LETTINGS AND CONCESSIONS - FRANCHISES - TELECOMMUNICATIONS Functions 	 Comments 	33 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8587
		8590 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION Functions 	 Comments 	1138 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8590
		8591 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION BOAT HOUSES Functions 	 Comments 	26 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8591
		8593 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION GROUP CAMPS Functions 	 Comments 	98 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8593
		8595 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION - HOTELS AND MOTELS Functions 	 Comments 	285 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8595
		8596 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION - INSTITUTIONAL COMMUNITY SERVICES Functions 	 Comments 	232 Items 	2018-02-23 05:13 PM 	10E-OPE-OPE-8596
		8599 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION - PERMANENT RESIDENCES Functions 	 Comments 	3688 Items 	2018-02-23 05:14 PM 	10E-OPE-OPE-8599
		8601 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION - RADIO AND TELEVISION INSTALLATIONS Functions 	 Comments 	93 Items 	2018-02-23 05:14 PM 	10E-OPE-OPE-8601
		8602 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION - RESTAURANTS Functions 	 Comments 	55 Items 	2018-02-23 05:14 PM 	10E-OPE-OPE-8602
		8604 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION - SERVICE STATIONS Functions 	 Comments 	64 Items 	2018-02-23 05:14 PM 	10E-OPE-OPE-8604
		8606 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION - SEASONAL RESIDENCES Functions 	 Comments 	2382 Items 	2018-02-23 05:15 PM 	10E-OPE-OPE-8606
		8607 - LETTINGS AND CONCESSIONS - LEASE OF LAND - LICENCE OF OCCUPATION STORAGE AND SERVICES Functions 	 Comments 	266 Items 	2018-02-23 05:15 PM 	10E-OPE-OPE-8607
		8612 - LETTINGS AND CONCESSIONS - USE OF SURPLUS WATER Functions 	 Comments 	65 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8612
		8616 - ACQUISITION Functions 	 Comments 	1639 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8616
		8620 - SALE AND DISPOSITION Functions 	 Comments 	994 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8620
		8700 - UTILITIES LAND USE Functions 	 Comments 	30 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8700
		8704 - UTILITIES LAND USE - PIPELINES AND SEWER CROSSINGS Functions 	 Comments 	334 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8704
		8706 - UTILITIES LAND USE - SEWER OUTLETS AND DRAINAGE DITCHES Functions 	 Comments 	42 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8706
		8708 - UTILITIES LAND USE - WIRE AND CABLE CROSSINGS Functions 	 Comments 	1116 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8708
		8709 - UTILITIES LAND USE - BELL CANADA TELEPHONE PERMITS Functions 	 Comments 	9 Items 	2018-02-23 05:18 PM 	10E-OPE-OPE-8709
